date,ret.total.count,ret.total.benefit,ret.men.count,ret.men.benefit,ret.women.count,ret.women.benefit,spouse.total.count,spouse.total.benefit,spouse.men.count,spouse.men.benefit,spouse.women.count,spouse.women.benefit
2008-03-01,31802587,1082.29,16251269,1220.01,15551318,938.38,2420681,532.39,45127,310,2375554,536.62
2008-04-01,31850948,1083.03,16275171,1220.82,15575777,939.05,2417653,532.5,45418,310.28,2372235,536.75
2008-05-01,31901001,1083.6399999999999,16298276,1221.5,15602725,939.63,2414881,532.56,45672,310.5,2369209,536.84
2008-06-01,31965430,1084.47,16326926,1222.36,15638504,940.52,2407707,533.22,45746,311.45,2361961,537.52
2008-07-01,32034820,1085.29,16358254,1223.25,15676566,941.3299999999999,2402371,533.83,45962,311.75,2356409,538.17
2008-08-01,32112715,1086.1,16395595,1224.1699999999998,15717120,942.08,2398517,534.31,46221,312.37,2352296,538.67
2008-09-01,32149303,1086.87,16410221,1225.03,15739082,942.81,2392049,534.81,46482,313.13,2345567,539.2
2008-10-01,32222895,1087.52,16446013,1225.77,15776882,943.41,2388474,535.21,46746,313.71,2341728,539.63
2008-11-01,32248764,1089.28,16451930,1227.61,15796834,945.21,2383360,536.18,46974,315.48,2336386,540.61
2008-12-01,32273145,1152.8899999999999,16455508,1299.1399999999999,15817637,1000.73,2370314,568.55,47020,334.52,2323294,573.28
2009-01-01,32484808,1155.28,16565490,1301.93,15919318,1002.6800000000001,2367553,569.39,47294,335.61,2320259,574.16
2009-02-01,32616240,1156.03,16633011,1302.76,15983229,1003.3199999999999,2366367,569.78,47633,336.44,2318734,574.58
2009-03-01,32723029,1156.77,16686641,1303.58,16036388,1004.02,2363439,570.13,48032,337.14,2315407,574.96
2009-04-01,32831108,1157.49,16741352,1304.3799999999999,16089756,1004.64,2362719,570.51,48458,337.82,2314261,575.39
2009-05-01,32921895,1158.1,16786144,1305.05,16135751,1005.23,2360438,570.81,48849,338.57,2311589,575.71
2009-06-01,33026550,1158.78,16834196,1305.78,16192354,1005.9599999999999,2357671,571.18,49094,339.71,2308577,576.1
2009-07-01,33135218,1159.5,16885810,1306.58,16249408,1006.66,2355802,571.57,49460,340.47,2306342,576.53
2009-08-01,33239757,1160.1799999999998,16937507,1307.32,16302250,1007.31,2354274,571.86,49865,341.08,2304409,576.85
2009-09-01,33320315,1160.86,16976305,1308.11,16344010,1007.91,2352747,572.22,50295,342.39,2302452,577.24
2009-10-01,33366881,1161.48,16997913,1308.74,16368968,1008.57,2349718,572.51,50685,343.69,2299033,577.56
2009-11-01,33452328,1163.55,17039447,1310.9,16412881,1010.57,2348198,573.7,51177,346.48,2297021,578.77
2009-12-01,33512913,1164.32,17066760,1311.6499999999999,16446153,1011.42,2343000,574.21,51414,347.84,2291586,579.29
2010-01-01,33687642,1166.25,17158516,1313.74,16529126,1013.14,2341445,574.91,51864,349.25,2289581,580.02
2010-02-01,33796180,1167.1399999999999,17213315,1314.71,16582865,1013.9599999999999,2339016,575.46,52174,350.76,2286842,580.58
2010-03-01,33882467,1167.81,17255151,1315.37,16627316,1014.6800000000001,2336247,575.78,52652,352.13,2283595,580.94
2010-04-01,33965577,1168.59,17294085,1316.2,16671492,1015.47,2334588,576.16,53125,353.13,2281463,581.35
2010-05-01,34048324,1169.1799999999998,17334388,1316.77,16713936,1016.11,2332804,576.46,53602,354.57,2279202,581.68
2010-06-01,34137606,1169.91,17373051,1317.48,16764555,1016.99,2330645,576.93,54011,356.06,2276634,582.17
2010-07-01,34232983,1170.78,17415442,1318.36,16817541,1017.9499999999999,2328819,577.37,54590,357.73,2274229,582.64
2010-08-01,34326357,1171.57,17459103,1319.1799999999998,16867254,1018.7700000000001,2327590,577.75,55171,359.23,2272419,583.06
2010-09-01,34389661,1172.23,17488045,1319.8799999999999,16901616,1019.4599999999999,2325139,578.14,55540,360.53,2269599,583.47
2010-10-01,34463650,1172.81,17523053,1320.45,16940597,1020.1,2322934,578.45,56120,361.92,2266814,583.82
2010-11-01,34530905,1174.74,17553733,1322.3799999999999,16977172,1022.09,2320501,579.57,56566,364.77,2263935,584.94
2010-12-01,34592322,1175.45,17581758,1323.05,17010564,1022.89,2315898,580.06,56985,366.05,2258913,585.45
2011-01-01,34745150,1177.3899999999999,17660828,1325.08,17084322,1024.71,2313637,580.77,57568,367.62,2256069,586.21
2011-02-01,34849814,1178.1,17711379,1325.85,17138435,1025.41,2312078,581.23,58031,369.41,2254047,586.68
2011-03-01,34929971,1178.76,17749048,1326.46,17180923,1026.1699999999998,2310223,581.57,58714,370.81,2251509,587.07
2011-04-01,35012443,1179.51,17787053,1327.21,17225390,1027,2308334,581.99,59271,371.88,2249063,587.53
2011-05-01,35080355,1180.12,17818310,1327.78,17262045,1027.71,2306094,582.3,59837,372.94,2246257,587.88
2011-06-01,35158464,1180.84,17850557,1328.45,17307907,1028.6,2303141,582.83,60203,374.71,2242938,588.41
2011-07-01,35256063,1181.59,17893045,1329.1899999999998,17363018,1029.5,2301571,583.29,60686,375.86,2240885,588.91
2011-08-01,35317017,1182.41,17917630,1330.01,17399387,1030.4,2299373,583.78,61195,377.08,2238178,589.43
2011-09-01,35411120,1182.96,17960603,1330.58,17450517,1031.03,2298212,584.25,61690,378.36,2236522,589.93
2011-10-01,35472121,1183.53,17987455,1331.1,17484666,1031.72,2296433,584.65,62245,379.71,2234188,590.36
2011-11-01,35545608,1185.33,18020208,1332.8899999999999,17525400,1033.61,2295213,585.8,62755,382.62,2232458,591.51
2011-12-01,35599046,1228.57,18042684,1381.3799999999999,17556362,1071.54,2291443,607.45,63219,397.92,2228224,613.39
2012-01-01,35752299,1230.47,18118612,1383.34,17633687,1073.3899999999999,2289279,607.99,63826,399.11,2225453,613.98
2012-02-01,35876089,1231.06,18177258,1383.96,17698831,1074.02,2290487,608.28,64485,400.1,2226002,614.31
2012-03-01,35951992,1231.73,18212213,1384.59,17739779,1074.81,2288308,608.73,65212,401.69,2223096,614.8
2012-04-01,36037299,1232.6,18251436,1385.42,17785863,1075.78,2287682,609.28,65985,403.94,2221697,615.38
2012-05-01,36120981,1233.21,18289946,1386.01,17831035,1076.48,2287116,609.77,66711,405.78,2220405,615.9
2012-06-01,36202371,1234.02,18322974,1386.76,17879397,1077.48,2284752,610.45,67308,408.42,2217444,616.58
2012-07-01,36312635,1234.83,18372208,1387.57,17940427,1078.42,2284568,611.14,68089,410.57,2216479,617.3
2012-08-01,36398077,1235.6299999999999,18410985,1388.37,17987092,1079.29,2284618,611.76,68932,412.91,2215686,617.94
2012-09-01,36505977,1236.52,18461698,1389.33,18044279,1080.1899999999998,2285541,612.54,69898,415.79,2215643,618.75
2012-10-01,36591718,1237.28,18502058,1390.1,18089660,1080.98,2284998,613.35,70756,418.19,2214242,619.59
2012-11-01,36659932,1239.36,18532699,1392.26,18127233,1083.05,2284459,614.9,71515,422.19,2212944,621.13
2012-12-01,36719288,1261.62,18558951,1417.05,18160337,1102.77,2280332,626.46,72460,432.89,2207872,632.81
2013-01-01,36890710,1264.04,18646430,1419.6899999999998,18244280,1104.95,2277427,627.77,73093,435.55,2204334,634.14
2013-02-01,37011285,1264.8899999999999,18706023,1420.47,18305262,1105.9,2278349,628.59,74174,437.56,2204175,635.02
2013-03-01,37107547,1265.82,18752665,1421.33,18354882,1106.94,2278583,629.46,75135,440.26,2203448,635.92
2013-04-01,37197583,1266.81,18794176,1422.27,18403407,1108.04,2278684,630.45,76165,442.93,2202519,636.94
2013-05-01,37295403,1267.56,18839115,1422.96,18456288,1108.93,2280334,631.3,77189,445.17,2203145,637.82
2013-06-01,37392395,1268.52,18877237,1423.83,18515158,1110.1599999999999,2280207,632.33,78021,448.41,2202186,638.84
2013-07-01,37504073,1269.3799999999999,18926622,1424.6599999999999,18577451,1111.1799999999998,2281645,633.3,79080,451.36,2202565,639.83
2013-08-01,37574576,1270.3899999999999,18956362,1425.6799999999998,18618214,1112.27,2282772,634.23,80094,453.94,2202678,640.79
2013-09-01,37674932,1271.12,19002012,1426.37,18672920,1113.1299999999999,2284187,635.13,81148,456.53,2203039,641.71
2013-10-01,37755632,1271.77,19038658,1427.02,18716974,1113.86,2286136,635.95,82094,458.84,2204042,642.55
2013-11-01,37833877,1273.92,19073240,1429.11,18760637,1116.1299999999999,2286777,637.81,83512,464.39,2203265,644.38
2013-12-01,37891025,1293.84,19098526,1451.27,18792499,1133.84,2285248,648.37,84462,474.24,2200786,655.05
2014-01-01,38041816,1295.84,19172679,1453.35,18869137,1135.79,2284743,649.46,85559,476.89,2199184,656.17
2014-02-01,38145424,1296.76,19220056,1454.3,18925368,1136.76,2285462,650.53,86692,479.62,2198770,657.27
2014-03-01,38254230,1297.55,19271826,1454.98,18982404,1137.71,2288084,651.51,88176,482.87,2199908,658.26
2014-04-01,38349131,1298.4,19315480,1455.74,19033651,1138.72,2290804,652.57,89675,485.87,2201129,659.36
2014-05-01,38440519,1299.1299999999999,19357236,1456.36,19083283,1139.6399999999999,2293079,653.55,91036,488.9,2202043,660.36
2014-06-01,38515241,1300.04,19387220,1457.1599999999999,19128021,1140.8,2293939,654.67,92237,492.19,2201702,661.48
2014-07-01,38627588,1300.82,19436932,1457.85,19190656,1141.77,2296362,655.76,93480,495.42,2202882,662.57
2014-08-01,38700614,1301.84,19467180,1458.86,19233434,1142.92,2298505,656.83,94801,498.53,2203704,663.64
2014-09-01,38797446,1302.56,19509970,1459.49,19287476,1143.82,2301385,657.87,96248,501.47,2205137,664.69
2014-10-01,38876304,1303.24,19544702,1460.12,19331602,1144.6299999999999,2304068,658.94,97519,504.36,2206549,665.77
2014-11-01,38960154,1305.44,19581998,1462.31,19378156,1146.92,2305984,660.94,98683,508.77,2207301,667.74
2014-12-01,39008771,1328.58,19601843,1488.07,19406928,1167.49,2303480,673.26,99521,519.76,2203959,680.19
2015-01-01,39141652,1330.71,19663503,1490.35,19478149,1169.55,2297492,674.5,100321,522.24,2197171,681.45
2015-02-01,39250826,1331.44,19715583,1491.01,19535243,1170.4,2297039,675.29,101437,524.37,2195602,682.27
2015-03-01,39341270,1332.35,19758103,1491.82,19583167,1171.45,2298973,676.5,103041,527.74,2195932,683.48
2015-04-01,39432426,1333.35,19800297,1492.73,19632129,1172.61,2302348,677.87,104787,531.43,2197561,684.85
2015-05-01,39505145,1334.21,19832088,1493.45,19673057,1173.6799999999998,2305619,679.2,106258,534.42,2199361,686.2
2015-06-01,39605074,1335,19875349,1494.09,19729725,1174.74,2309282,680.58,107872,538.43,2201410,687.54
2015-07-01,39683323,1335.97,19907435,1494.98,19775888,1175.9,2313343,682.04,109608,542.02,2203735,689
2015-08-01,39799172,1336.86,19960395,1495.78,19838777,1176.96,2319355,683.53,111636,545.76,2207719,690.5
2015-09-01,39892881,1337.57,20002944,1496.41,19889937,1177.82,2324558,684.84,113401,548.6,2211157,691.82
2015-10-01,39968311,1338.27,20037533,1497.01,19930778,1178.6799999999998,2330148,686.21,115263,551.75,2214885,693.21
2015-11-01,40039590,1340.48,20067704,1499.26,19971886,1180.94,2334658,688.51,116893,556.3,2217765,695.47
2015-12-01,40089061,1341.77,20089856,1500.46,19999205,1182.36,2335807,690.3,118268,559.99,2217539,697.25
2016-01-01,40243906,1343.6799999999998,20166956,1502.3799999999999,20076950,1184.27,2337773,692.1,119871,563.15,2217902,699.07
2016-02-01,40338983,1344.7,20209604,1503.44,20129379,1185.33,2342674,693.64,121829,566.57,2220845,700.61
2016-03-01,40448530,1345.49,20263606,1504.1399999999999,20184924,1186.22,2349697,695.02,123834,569.43,2225863,702.01
2016-04-01,40525988,1346.72,20297299,1505.26,20228689,1187.6399999999999,2357248,697.08,126592,574.01,2230656,704.06
2016-05-01,40620732,1347.59,20340202,1506,20280530,1188.71,2364168,698.59,129083,577.55,2235085,705.58
2016-06-01,40723592,1348.49,20385322,1506.82,20338270,1189.8,2367055,699.77,130806,580.41,2236249,706.75
2016-07-01,40816763,1349.59,20425681,1507.87,20391082,1191.05,2369234,700.82,132652,582.18,2236582,707.86
2016-08-01,40926118,1350.6399999999999,20476996,1508.83,20449122,1192.23,2372489,701.67,134228,583.15,2238261,708.78
2016-09-01,40982789,1351.7,20500213,1509.87,20482576,1193.4,2373250,702.59,135424,584.17,2237826,709.76
2016-10-01,41082060,1354.04,20546463,1512.2,20535597,1195.8,2374625,704.52,136783,586.97,2237842,711.7
2016-11-01,41174259,1354.78,20588423,1512.9,20585836,1196.6299999999999,2375746,705.05,137886,587.53,2237860,712.29
2016-12-01,41233126,1360.1299999999999,20616209,1518.6399999999999,20616917,1201.6399999999999,2371074,707.85,138487,590.46,2232587,715.13
2017-01-01,41385560,1362.6399999999999,20688823,1521.33,20696737,1204.01,2363749,708.86,138792,590.88,2224957,716.22
2017-02-01,41506087,1363.6599999999999,20747092,1522.25,20758995,1205.1599999999999,2364579,709.42,140091,591.38,2224488,716.86
2017-03-01,41608350,1365.35,20796137,1523.86,20812213,1206.96,2365121,710.41,141408,593.06,2223713,717.87
2017-04-01,41706611,1366.46,20842652,1524.87,20863959,1208.21,2366990,711.07,142981,593.61,2224009,718.62
2017-05-01,41800862,1367.58,20885607,1525.92,20915255,1209.46,2368005,711.68,144321,594.2,2223684,719.31
2017-06-01,41907870,1368.6699999999998,20934111,1526.93,20973759,1210.7,2368020,712.43,145597,595.38,2222423,720.09
2017-07-01,42006148,1369.97,20977414,1528.21,21028734,1212.12,2369288,713.22,147279,596.29,2222009,720.97
2017-08-01,42123973,1371.1399999999999,21031927,1529.35,21092046,1213.3799999999999,2372361,714,148938,597.24,2223423,721.82
2017-09-01,42181805,1372.3899999999999,21054208,1530.6299999999999,21127597,1214.7,2372763,714.8,150410,598.27,2222353,722.69
2017-10-01,42287263,1374.55,21102924,1532.8,21184339,1216.92,2374873,716.39,152096,600.33,2222777,724.33
2017-11-01,42390416,1375.29,21150866,1533.5,21239550,1217.75,2377456,716.9,153386,600.91,2224070,724.89
2017-12-01,42446992,1404.1499999999999,21175568,1565.45,21271424,1243.58,2375575,732.13,154477,614.24,2221098,740.33
2018-01-01,42580884,1406.91,21239091,1568.45,21341793,1246.1399999999999,2368707,733.23,155272,615.14,2213435,741.52
2018-02-01,42709500,1407.96,21302754,1569.48,21406746,1247.23,2370434,733.75,156763,615.62,2213671,742.12
2018-03-01,42814491,1409.91,21352681,1571.32,21461810,1249.33,2371465,734.89,158808,617.38,2212657,743.32
2018-04-01,42920600,1411.07,21401914,1572.4,21518686,1250.62,2374234,735.55,160895,618.24,2213339,744.07
2018-05-01,43023866,1412.1399999999999,21448947,1573.4,21574919,1251.82,2376723,736.15,162697,619.01,2214026,744.76
2018-06-01,43130075,1413.37,21496345,1574.56,21633730,1253.2,2377455,737.08,164290,620.81,2213165,745.71
2018-07-01,43238832,1414.73,21544465,1575.9,21694367,1254.6699999999998,2379664,737.85,166235,621.78,2213429,746.56
2018-08-01,43371292,1415.94,21606291,1577.07,21765001,1255.98,2384315,738.54,168418,622.53,2215897,747.35
2018-09-01,43446012,1417.22,21635862,1578.37,21810150,1257.36,2385893,739.45,170408,623.87,2215485,748.34
2018-10-01,43562805,1419.34,21689663,1580.52,21873142,1259.51,2390016,740.9,172671,625.81,2217345,749.86
2018-11-01,43668800,1420.1,21737846,1581.26,21930954,1260.37,2393433,741.46,174542,626.33,2218891,750.51
2018-12-01,43721450,1461.31,21760418,1626.92,21961032,1297.22,2391734,763.04,175776,645,2215958,772.41
2019-01-01,43887714,1463.97,21839342,1629.83,22048372,1299.6899999999998,2389905,764.09,177286,646.48,2212619,773.51
2019-02-01,44018977,1465.1899999999998,21903593,1630.98,22115384,1300.99,2393107,764.7,179484,647.61,2213623,774.19
2019-03-01,44132486,1467.1699999999998,21956772,1632.8799999999999,22175714,1303.1,2397155,765.86,182357,649.64,2214798,775.42
2019-04-01,44240007,1468.3899999999999,22006582,1634.02,22233425,1304.45,2401901,766.58,185176,650.46,2216725,776.28
2019-05-01,44355172,1469.52,22058463,1635.08,22296709,1305.73,2405428,767.1,187455,651.16,2217973,776.9
2019-06-01,44469687,1470.83,22108024,1636.33,22361663,1307.21,2407953,767.9,189906,652.99,2218047,777.73
2019-07-01,44583372,1472.1599999999999,22157393,1637.6499999999999,22425979,1308.6499999999999,2411503,768.74,192537,654.36,2218966,778.66
2019-08-01,44718415,1473.42,22219119,1638.8799999999999,22499296,1310.02,2417294,769.52,195360,655.84,2221934,779.52
2019-09-01,44801000,1474.77,22252487,1640.22,22548513,1311.49,2422146,770.4,198556,657.37,2223590,780.49
2019-10-01,44919631,1477.01,22306655,1642.51,22612976,1313.76,2426827,772.08,201161,659.86,2225666,782.23
2019-11-01,45006206,1477.97,22342702,1643.36,22663504,1314.92,2430631,772.78,203899,660.91,2226732,783.02
2019-12-01,45094245,1502.85,22385009,1670.85,22709236,1337.24,2430526,786.07,204550,673.25,2225976,796.44
2020-01-01,45282978,1505.5,22477275,1673.54,22805703,1339.8799999999999,2425778,786.51,205879,674.21,2219899,796.92
2020-02-01,45410378,1507.01,22536515,1675,22873863,1341.49,2422812,786.58,207132,674.29,2215680,797.08
2020-03-01,45541704,1509.22,22596698,1677.2,22945006,1343.79,2421670,786.8,208918,675.21,2212752,797.34
2020-04-01,45648693,1510.83,22644268,1678.81,23004425,1345.47,2415297,786.63,208967,674.86,2206330,797.21
2020-05-01,45732907,1512.6299999999999,22677567,1680.61,23055340,1347.41,2403993,786.43,208184,674.77,2195809,797.02
2020-06-01,45839683,1514.1299999999999,22722983,1682.04,23116700,1349.09,2394021,786.45,207014,675.01,2187007,797
2020-07-01,45934798,1515.75,22761174,1683.6599999999999,23173624,1350.82,2383765,786.47,206021,674.59,2177744,797.05
2020-08-01,46039914,1517.44,22802627,1685.36,23237287,1352.6599999999999,2372595,786.47,204759,674.1,2167836,797.08
2020-09-01,46094106,1519.07,22818805,1687.07,23275301,1354.37,2360693,786.46,203175,673.5,2157518,797.1
2020-10-01,46211309,1521.59,22868815,1689.66,23342494,1356.93,2350408,787.20,201831,673.91,2148577,797.84
2020-11-01,46296304,1522.70,22900681,1690.72,23395623,1358.24,2339772,786.85,200351,672.80,2139421,797.53
2020-12-01,46329595,1544.15,22904941,1714.33,23424654,1377.25,2324030,796.87,198150,680.79,2125880,807.69
