date,ret.total.count,ret.total.benefit,ret.men.count,ret.men.benefit,ret.women.count,ret.women.benefit,spouse.total.count,spouse.total.benefit,spouse.men.count,spouse.men.benefit,spouse.women.count,spouse.women.benefit,new.ret.total.count,new.ret.total.benefit,new.ret.men.count,new.ret.men.benefit,new.ret.women.count,new.ret.women.benefit,new.spouse.total.count,new.spouse.total.benefit,new.spouse.men.count,new.spouse.men.benefit,new.spouse.women.count,new.spouse.women.benefit,exits.ret.men,exits.ret.women,exits.spouse.men,exits.spouse.women
2013-09-01,37674932,1271.12,19002012,1426.37,18672920,1113.1299999999999,2284187,635.13,81148,456.53,2203039,641.71,217792,1299.57,112362,1483.05,105430,1104.02,31055,544.51,2692,491.7,28363,549.52,66712,50724,1638,28002
2013-10-01,37755632,1271.77,19038658,1427.02,18716974,1113.86,2286136,635.95,82094,458.84,2204042,642.55,195661,1294.33,101020,1477.06,94641,1099.28,27504,543.21,2486,491.44,25018,548.36,64374,50587,1540,24015
2013-11-01,37833877,1273.92,19073240,1429.11,18760637,1116.1299999999999,2286777,637.81,83512,464.39,2203265,644.38,204368,1282.3899999999999,106539,1457.8,97829,1091.36,30358,552.41,3042,522.27,27316,555.77,71957,54166,1624,28093
2013-12-01,37891025,1293.84,19098526,1451.27,18792499,1133.84,2285248,648.37,84462,474.24,2200786,655.05,188826,1320.58,97903,1496.76,90923,1130.87,26974,564.16,2554,525.06,24420,568.25,72617,59061,1604,26899
2014-01-01,38041816,1295.84,19172679,1453.35,18869137,1135.79,2284743,649.46,85559,476.89,2199184,656.17,354237,1405.55,184804,1587.5,169433,1207.09,26095,672.28,2978,583.2,23117,683.76,110651,92795,1881,24719
2014-02-01,38145424,1296.76,19220056,1454.3,18925368,1136.76,2285462,650.53,86692,479.62,2198770,657.27,228474,1333.98,119848,1513.21,108626,1136.23,21353,687.64,2580,572.97,18773,703.4,72471,52395,1447,19187
2014-03-01,38254230,1297.55,19271826,1454.98,18982404,1137.71,2288084,651.51,88176,482.87,2199908,658.26,234620,1323.91,122602,1506.24,112018,1124.35,23710,686.81,2918,584.98,20792,701.11,70832,54982,1434,19654
2014-04-01,38349131,1298.4,19315480,1455.74,19033651,1138.72,2290804,652.57,89675,485.87,2201129,659.36,235658,1312.6599999999999,122677,1493.26,112981,1116.57,24846,684.51,3047,580.91,21799,698.99,79023,61734,1548,20578
2014-05-01,38440519,1299.1299999999999,19357236,1456.36,19083283,1139.6399999999999,2293079,653.55,91036,488.9,2202043,660.36,215145,1321.1299999999999,111703,1499.1399999999999,103442,1128.92,21997,695.46,2710,596.28,19287,709.4,69947,53810,1349,18373
2014-06-01,38515241,1300.04,19387220,1457.1599999999999,19128021,1140.8,2293939,654.67,92237,492.19,2201702,661.48,223201,1325.98,113096,1497.44,110105,1149.87,22422,690.44,2781,588.24,19641,704.91,83112,65367,1580,19982
2014-07-01,38627588,1300.82,19436932,1457.85,19190656,1141.77,2296362,655.76,93480,495.42,2202882,662.57,227843,1338.1599999999999,115542,1511.73,112301,1159.58,21586,708.53,2607,623.37,18979,720.23,65830,49666,1364,17799
2014-08-01,38700614,1301.84,19467180,1458.86,19233434,1142.92,2298505,656.83,94801,498.53,2203704,663.64,226388,1329.72,116544,1507.21,109844,1141.4,22761,705.59,2778,613.22,19983,718.43,86296,67066,1457,19161
2014-09-01,38797446,1302.56,19509970,1459.49,19287476,1143.82,2301385,657.87,96248,501.47,2205137,664.69,231673,1323.1299999999999,119095,1503.8899999999999,112578,1131.91,24529,706.65,2984,612.44,21545,719.7,76305,58536,1537,20112
2014-10-01,38876304,1303.24,19544702,1460.12,19331602,1144.6299999999999,2304068,658.94,97519,504.36,2206549,665.77,211727,1322.24,109744,1504.27,101983,1126.36,23295,708,2817,608.92,20478,721.63,75012,57857,1546,19066
2014-11-01,38960154,1305.44,19581998,1462.31,19378156,1146.92,2305984,660.94,98683,508.77,2207301,667.74,195336,1320,100805,1500.54,94531,1127.47,20376,721.85,2435,613.41,17941,736.57,63509,47977,1271,17189
2014-12-01,39008771,1328.58,19601843,1488.07,19406928,1167.49,2303480,673.26,99521,519.76,2203959,680.19,196920,1367.58,101201,1554.1299999999999,95719,1170.35,20542,726.07,2481,623.55,18061,740.15,81356,66947,1643,21403
2015-01-01,39141652,1330.71,19663503,1490.35,19478149,1169.55,2297492,674.5,100321,522.24,2197171,681.45,363494,1429.7,188115,1613.52,175379,1232.54,27717,711.9,3369,618.98,24348,724.76,126455,104158,2569,31136
2015-02-01,39250826,1331.44,19715583,1491.01,19535243,1170.4,2297039,675.29,101437,524.37,2195602,682.27,232278,1363.53,120364,1548.9,111914,1164.1699999999998,21756,732.42,2605,638.06,19151,745.25,68284,54820,1489,20720
2015-03-01,39341270,1332.35,19758103,1491.82,19583167,1171.45,2298973,676.5,103041,527.74,2195932,683.48,237913,1365.92,124461,1551.6799999999998,113452,1162.1299999999999,25653,742.46,3286,650.26,22367,756.01,81941,65528,1682,22037
2015-04-01,39432426,1333.35,19800297,1492.73,19632129,1172.61,2302348,677.87,104787,531.43,2197561,684.85,239895,1357.3899999999999,126107,1541.41,113788,1153.45,27045,741.37,3638,641.7,23407,756.86,83913,64826,1892,21778
2015-05-01,39505145,1334.21,19832088,1493.45,19673057,1173.6799999999998,2305619,679.2,106258,534.42,2199361,686.2,222543,1361.04,116674,1540.32,105869,1163.46,25677,744.13,3446,638.06,22231,760.57,84883,64941,1975,20431
2015-06-01,39605074,1335,19875349,1494.09,19729725,1174.74,2309282,680.58,107872,538.43,2201410,687.54,228513,1365.5,116214,1542.1699999999998,112299,1182.6699999999998,24828,748.49,3313,657.08,21515,762.56,72953,55631,1699,19466
2015-07-01,39683323,1335.97,19907435,1494.98,19775888,1175.9,2313343,682.04,109608,542.02,2203735,689,238543,1374.83,122213,1554.42,116330,1186.1599999999999,26363,757.87,3566,662.51,22797,772.79,90127,70167,1830,20472
2015-08-01,39799172,1336.86,19960395,1495.78,19838777,1176.96,2319355,683.53,111636,545.76,2207719,690.5,240394,1361.91,124521,1544.5,115873,1165.7,27602,762.21,3824,661.68,23778,778.37,71561,52984,1796,19794
2015-09-01,39892881,1337.57,20002944,1496.41,19889937,1177.82,2324558,684.84,113401,548.6,2211157,691.82,222483,1358.41,115889,1540.03,106594,1160.95,25414,759,3417,650.44,21997,775.87,73340,55434,1652,18559
2015-10-01,39968311,1338.27,20037533,1497.01,19930778,1178.6799999999998,2330148,686.21,115263,551.75,2214885,693.21,218274,1356.72,114114,1538.75,104160,1157.3,26587,759.23,3619,655.1,22968,775.64,79525,63319,1757,19240
2015-11-01,40039590,1340.48,20067704,1499.26,19971886,1180.94,2334658,688.51,116893,556.3,2217765,695.47,200220,1363.23,104712,1547.03,95508,1161.71,23690,773.94,3310,659.07,20380,792.6,74541,54400,1680,17500
2015-12-01,40089061,1341.77,20089856,1500.46,19999205,1182.36,2335807,690.3,118268,559.99,2217539,697.25,204067,1396.01,107071,1585.29,96996,1187.08,24616,776.17,3545,670.91,21071,793.88,84919,69677,2170,21297
2016-01-01,40243906,1343.6799999999998,20166956,1502.3799999999999,20076950,1184.27,2337773,692.1,119871,563.15,2217902,699.07,369797,1448.23,196025,1631.1699999999998,173772,1241.86,32966,758.49,4621,662.9,28345,774.08,118925,96027,3018,27982
2016-02-01,40338983,1344.7,20209604,1503.44,20129379,1185.33,2342674,693.64,121829,566.57,2220845,700.61,242791,1402.6299999999999,129500,1595.86,113291,1181.76,28160,765.1,4146,660.18,24014,783.21,86852,60862,2188,21071
2016-03-01,40448530,1345.49,20263606,1504.1399999999999,20184924,1186.22,2349697,695.02,123834,569.43,2225863,702.01,229243,1418.84,122525,1617.3,106718,1190.99,26255,781.01,3814,676.52,22441,798.77,68523,51173,1809,17423
2016-04-01,40525988,1346.72,20297299,1505.26,20228689,1187.6399999999999,2357248,697.08,126592,574.01,2230656,704.06,258968,1433.6699999999998,140118,1642.77,118850,1187.1599999999999,33406,788.84,5208,680.32,28198,808.88,106425,75085,2450,23405
2016-05-01,40620732,1347.59,20340202,1506,20280530,1188.71,2364168,698.59,129083,577.55,2235085,705.58,241283,1420.6699999999998,127921,1618.09,113362,1197.8899999999999,30440,786.61,4790,681.16,25650,806.3,85018,61521,2299,21221
2016-06-01,40723592,1348.49,20385322,1506.82,20338270,1189.8,2367055,699.77,130806,580.41,2236249,706.75,231452,1389.24,117611,1566.01,113841,1206.61,25759,759.36,3916,667.88,21843,775.76,72491,56101,2193,20679
2016-07-01,40816763,1349.59,20425681,1507.87,20391082,1191.05,2369234,700.82,132652,582.18,2236582,707.86,245055,1393.22,124143,1569.04,120912,1212.7,26253,755.5,4046,653.84,22207,774.03,83784,68100,2200,21874
2016-08-01,40926118,1350.6399999999999,20476996,1508.83,20449122,1192.23,2372489,701.67,134228,583.15,2238261,708.78,239232,1380.6299999999999,123727,1548.61,115505,1200.6899999999998,25918,743.13,3903,642.67,22015,760.94,72412,57465,2327,20336
2016-09-01,40982789,1351.7,20500213,1509.87,20482576,1193.4,2373250,702.59,135424,584.17,2237826,709.76,227745,1377.6299999999999,117220,1546.24,110525,1198.79,23945,742.99,3604,640.13,20341,761.21,94003,77071,2408,20776
2016-10-01,41082060,1354.04,20546463,1512.2,20535597,1195.8,2374625,704.52,136783,586.97,2237842,711.7,226261,1376.79,116608,1544.53,109653,1198.41,25436,734.68,3772,637.01,21664,751.69,70358,56632,2413,21648
2016-11-01,41174259,1354.78,20588423,1512.9,20585836,1196.6299999999999,2375746,705.05,137886,587.53,2237860,712.29,198962,1378.92,101664,1545.73,97298,1204.62,20633,742.27,3055,634.9,17578,760.93,59704,47059,1952,17560
2016-12-01,41233126,1360.1299999999999,20616209,1518.6399999999999,20616917,1201.6399999999999,2371074,707.85,138487,590.46,2232587,715.13,210323,1406.58,107691,1571.2,102632,1233.84,22817,744.72,3583,644.26,19234,763.43,79905,71551,2982,24507
2017-01-01,41385560,1362.6399999999999,20688823,1521.33,20696737,1204.01,2363749,708.86,138792,590.88,2224957,716.22,393787,1472.8,205718,1644.86,188069,1284.59,32057,727.38,4935,637.11,27122,743.81,133104,108249,4630,34752
2017-02-01,41506087,1363.6599999999999,20747092,1522.25,20758995,1205.1599999999999,2364579,709.42,140091,591.38,2224488,716.86,243212,1425.6299999999999,125942,1597.92,117270,1240.6,23727,743.71,3772,642.12,19955,762.91,67673,55012,2473,20424
2017-03-01,41608350,1365.35,20796137,1523.86,20812213,1206.96,2365121,710.41,141408,593.06,2223713,717.87,244357,1423.1499999999999,126870,1595.23,117487,1237.33,25692,743.1,4095,642.72,21597,762.14,77825,64269,2778,22372
2017-04-01,41706611,1366.46,20842652,1524.87,20863959,1208.21,2366990,711.07,142981,593.61,2224009,718.62,241454,1415.75,125562,1587.6599999999999,115892,1229.5,26043,746.27,4183,645.38,21860,765.57,79047,64146,2610,21564
2017-05-01,41800862,1367.58,20885607,1525.92,20915255,1209.46,2368005,711.68,144321,594.2,2223684,719.31,235437,1419.53,121147,1591.1599999999999,114290,1237.6,25127,747.92,4113,646.34,21014,767.8,78192,62994,2773,21339
2017-06-01,41907870,1368.6699999999998,20934111,1526.93,20973759,1210.7,2368020,712.43,145597,595.38,2222423,720.09,240982,1417.98,122698,1587.58,118284,1242.05,25110,746.42,4202,648.59,20908,766.09,74194,59780,2926,22169
2017-07-01,42006148,1369.97,20977414,1528.21,21028734,1212.12,2369288,713.22,147279,596.29,2222009,720.97,253249,1431.6599999999999,128789,1605.21,124460,1252.07,26548,753.16,4528,658,22020,772.73,85486,69485,2846,22434
2017-08-01,42123973,1371.1399999999999,21031927,1529.35,21092046,1213.3799999999999,2372361,714,148938,597.24,2223423,721.82,243199,1418.47,124506,1592.8799999999999,118693,1235.53,25731,756.44,4258,664.34,21473,774.71,69993,55381,2599,20059
2017-09-01,42181805,1372.3899999999999,21054208,1530.6299999999999,21127597,1214.7,2372763,714.8,150410,598.27,2222353,722.69,237474,1416.71,121175,1591.78,116299,1234.3,25134,757.1,4268,663.59,20866,776.22,98894,80748,2796,21936
2017-10-01,42287263,1374.55,21102924,1532.8,21184339,1216.92,2374873,716.39,152096,600.33,2222777,724.33,237325,1415.1499999999999,121867,1587,115458,1233.76,26898,752.51,4593,653.71,22305,772.86,73151,58716,2907,21881
2017-11-01,42390416,1375.29,21150866,1533.5,21239550,1217.75,2377456,716.9,153386,600.91,2224070,724.89,200221,1413.8799999999999,102257,1585.22,97964,1235.04,20520,763.72,3485,661.59,17035,784.61,54315,42753,2195,15742
2017-12-01,42446992,1404.1499999999999,21175568,1565.45,21271424,1243.58,2375575,732.13,154477,614.24,2221098,740.33,213717,1460.04,109593,1632.53,104124,1278.49,23934,770.64,4216,671.14,19718,791.91,84891,72250,3125,22690
2018-01-01,42580884,1406.91,21239091,1568.45,21341793,1246.1399999999999,2368707,733.23,155272,615.14,2213435,741.52,394887,1533.93,207254,1712.31,187633,1336.9,32352,755.64,5719,667.49,26633,774.57,143731,117264,4924,34296
2018-02-01,42709500,1407.96,21302754,1569.48,21406746,1247.23,2370434,733.75,156763,615.62,2213671,742.12,242823,1477.1599999999999,126257,1657.24,116566,1282.11,23162,771.72,4089,672.19,19073,793.06,62594,51613,2598,18837
2018-03-01,42814491,1409.91,21352681,1571.32,21461810,1249.33,2371465,734.89,158808,617.38,2212657,743.32,273194,1475.04,142049,1650.53,131145,1284.96,29271,773.85,5335,670.27,23936,796.93,92122,76081,3290,24950
2018-04-01,42920600,1411.07,21401914,1572.4,21518686,1250.62,2374234,735.55,160895,618.24,2213339,744.07,252684,1464.07,130760,1639.3799999999999,121924,1276.06,27381,773.76,5063,679,22318,795.26,81527,65048,2976,21636
2018-05-01,43023866,1412.1399999999999,21448947,1573.4,21574919,1251.82,2376723,736.15,162697,619.01,2214026,744.76,234945,1466.28,120307,1639.48,114638,1284.52,25603,781.59,4743,677.09,20860,805.35,73274,58405,2941,20173
2018-06-01,43130075,1413.37,21496345,1574.56,21633730,1253.2,2377455,737.08,164290,620.81,2213165,745.71,247879,1470.42,125919,1647.45,121960,1287.6499999999999,26322,783.48,4889,684.62,21433,806.03,78521,63149,3296,22294
2018-07-01,43238832,1414.73,21544465,1575.9,21694367,1254.6699999999998,2379664,737.85,166235,621.78,2213429,746.56,266085,1480.12,135015,1656.6899999999998,131070,1298.24,28205,781.16,5317,681.58,22888,804.3,86895,70433,3372,22624
2018-08-01,43371292,1415.94,21606291,1577.07,21765001,1255.98,2384315,738.54,168418,622.53,2215897,747.35,254511,1466.8799999999999,129690,1643.21,124821,1283.6599999999999,27228,792.15,5204,680.14,22024,818.62,67864,54187,3021,19556
2018-09-01,43446012,1417.22,21635862,1578.37,21810150,1257.36,2385893,739.45,170408,623.87,2215485,748.34,255350,1456.3899999999999,129710,1632.75,125640,1274.32,27803,789.6,5282,691.29,22521,812.65,100139,80491,3292,22933
2018-10-01,43562805,1419.34,21689663,1580.52,21873142,1259.51,2390016,740.9,172671,625.81,2217345,749.86,240771,1453.76,122727,1629.02,118044,1271.56,28079,785.37,5370,683.23,22709,809.52,68926,55052,3107,20849
2018-11-01,43668800,1420.1,21737846,1581.26,21930954,1260.37,2393433,741.46,174542,626.33,2218891,750.51,205509,1458.73,103521,1635.3899999999999,101988,1279.43,22210,793.17,4334,683.53,17876,819.76,55338,44176,2463,16330
2018-12-01,43721450,1461.31,21760418,1626.92,21961032,1297.22,2391734,763.04,175776,645,2215958,772.41,222883,1522.58,113339,1702.06,109544,1336.87,25275,802.77,4848,698.33,20427,827.56,90767,79466,3614,23360
2019-01-01,43887714,1463.97,21839342,1629.83,22048372,1299.6899999999998,2389905,764.09,177286,646.48,2212619,773.51,398730,1591.6699999999998,208318,1776.41,190412,1389.55,35817,798.36,7220,705.22,28597,821.87,129394,103072,5710,31936
2019-02-01,44018977,1465.1899999999998,21903593,1630.98,22115384,1300.99,2393107,764.7,179484,647.61,2213623,774.19,256773,1541.72,133278,1725.26,123495,1343.6399999999999,26857,807.92,5598,709.29,21259,833.89,69027,56483,3400,20255
2019-03-01,44132486,1467.1699999999998,21956772,1632.8799999999999,22175714,1303.1,2397155,765.86,182357,649.64,2214798,775.42,273110,1538.26,141221,1721.03,131889,1342.56,32310,806.96,6817,701.13,25493,835.26,88042,71559,3944,24318
2019-04-01,44240007,1468.3899999999999,22006582,1634.02,22233425,1304.45,2401901,766.58,185176,650.46,2216725,776.28,256850,1520.34,132142,1702.31,124708,1327.53,30339,808.17,6366,696.95,23973,837.7,82332,66997,3547,22046
2019-05-01,44355172,1469.52,22058463,1635.08,22296709,1305.73,2405428,767.1,187455,651.16,2217973,776.9,249947,1526.54,127055,1706.52,122892,1340.47,28256,816.94,5831,709.94,22425,844.76,75174,59608,3552,21177
2019-06-01,44469687,1470.83,22108024,1636.33,22361663,1307.21,2407953,767.9,189906,652.99,2218047,777.73,267866,1526.54,135213,1704.12,132653,1345.54,30460,816.4,6444,711.75,24016,844.48,85652,67699,3993,23942
2019-07-01,44583372,1472.1599999999999,22157393,1637.6499999999999,22425979,1308.6499999999999,2411503,768.74,192537,654.36,2218966,778.66,269028,1532.35,135202,1717.96,133826,1344.83,29894,826.36,6401,721.25,23493,855,85833,69510,3770,22574
2019-08-01,44718415,1473.42,22219119,1638.8799999999999,22499296,1310.02,2417294,769.52,195360,655.84,2221934,779.52,264944,1521.27,133923,1703.3799999999999,131021,1335.12,30780,826.65,6518,721.57,24262,854.89,72197,57704,3695,21294
2019-09-01,44801000,1474.77,22252487,1640.22,22548513,1311.49,2422146,770.4,198556,657.37,2223590,780.49,266048,1517.06,134411,1697.74,131637,1332.57,31775,830.28,6900,721.67,24875,860.41,101043,82420,3704,23219
2019-10-01,44919631,1477.01,22306655,1642.51,22612976,1313.76,2426827,772.08,201161,659.86,2225666,782.23,243757,1514.6,123841,1691.1299999999999,119916,1332.28,29885,827.41,6253,719.6,23632,855.94,69673,55453,3648,21556
2019-11-01,45006206,1477.97,22342702,1643.36,22663504,1314.92,2430631,772.78,203899,660.91,2226732,783.02,236095,1504.51,118810,1679.81,117285,1326.93,29286,824.57,6337,715.49,22949,854.69,82763,66757,3599,21883
2019-12-01,45094245,1502.85,22385009,1670.85,22709236,1337.24,2430526,786.07,204550,673.25,2225976,796.44,201083,1560.79,102127,1741.8,98956,1373.97,22269,848.08,4602,733.39,17667,877.96,59820,53224,3951,18423
2020-01-01,45282978,1505.5,22477275,1673.54,22805703,1339.8799999999999,2425778,786.51,205879,674.21,2219899,796.92,421659,1635.3799999999999,218366,1821.91,203293,1435.02,34372,797.06,7703,720.28,26669,819.23,126100,106826,6374,32746
2020-02-01,45410378,1507.01,22536515,1675,22873863,1341.49,2422812,786.58,207132,674.29,2215680,797.08,285353,1590.56,146928,1778.03,138425,1391.58,24968,769.4,5449,706.73,19519,786.9,87688,70265,4196,23738
2020-03-01,45541704,1509.22,22596698,1677.2,22945006,1343.79,2421670,786.8,208918,675.21,2212752,797.34,295134,1594.1,151509,1783.1799999999998,143625,1394.6299999999999,28756,769.32,6586,699.74,22170,790,91326,72482,4800,25098
2020-04-01,45648693,1510.83,22644268,1678.81,23004425,1345.47,2415297,786.63,208967,674.86,2206330,797.21,274047,1617,140880,1810.07,133167,1412.75,21867,762.24,4755,693.96,17112,781.21,93310,73748,4706,23534
2020-05-01,45732907,1512.6299999999999,22677567,1680.61,23055340,1347.41,2403993,786.43,208184,674.77,2195809,797.02,273054,1625.6399999999999,137883,1819.34,135171,1428.06,20561,770.62,4555,707.12,16006,788.68,104584,84256,5338,26527
2020-06-01,45839683,1514.1299999999999,22722983,1682.04,23116700,1349.09,2394021,786.45,207014,675.01,2187007,797,262033,1615.05,131794,1811.91,130239,1415.83,18249,771.41,3780,698.97,14469,790.34,86378,68879,4950,23271
2020-07-01,45934798,1515.75,22761174,1683.6599999999999,23173624,1350.82,2383765,786.47,206021,674.59,2177744,797.05,269776,1619.08,135240,1819.1299999999999,134536,1417.98,18299,756.24,3627,700.33,14672,770.07,97049,77612,4620,23935
2020-08-01,46039914,1517.44,22802627,1685.36,23237287,1352.6599999999999,2372595,786.47,204759,674.1,2167836,797.08,281101,1608.6299999999999,140823,1807.54,140278,1408.95,19034,756.16,3740,691.93,15294,771.87,99370,76615,5002,25202
2020-09-01,46094106,1519.07,22818805,1687.07,23275301,1354.37,2360693,786.46,203175,673.5,2157518,797.1,263528,1601.09,131775,1802.04,131753,1400.11,17176,755.2,3247,695.67,13929,769.08,115597,93739,4831,24247
