date,ret.total.count,ret.total.benefit,ret.men.count,ret.men.benefit,ret.women.count,ret.women.benefit,spouse.total.count,spouse.total.benefit,spouse.men.count,spouse.men.benefit,spouse.women.count,spouse.women.benefit,new.ret.total.count,new.ret.total.benefit,new.ret.men.count,new.ret.men.benefit,new.ret.women.count,new.ret.women.benefit,new.spouse.total.count,new.spouse.total.benefit,new.spouse.men.count,new.spouse.men.benefit,new.spouse.women.count,new.spouse.women.benefit,exits.ret.men,exits.ret.women,exits.spouse.men,exits.spouse.women
2003-12-01,29531611,922.08,15247841,1038.6799999999998,14283770,797.62,2621691,463.1,36523,263.09,2585168,465.92,118265,963.8,64088,1142.31,54177,752.65,19649,365.91,740,242.55,18909,370.74,58099,44053,616,24178
2004-01-01,29589438,923.51,15280800,1040.35,14308638,798.74,2613446,463.42,36621,263.37,2576825,466.26,247108,1021.43,136386,1192.59,110722,810.61,34070,357.66,1306,249.31,32764,361.98,103427,85854,1208,41107
2004-02-01,29625669,924.19,15297304,1041.1499999999999,14328365,799.3199999999999,2607616,463.56,36661,263.6,2570955,466.41,167974,945.2900000000001,90636,1113.48,77338,748.1700000000001,29286,342.64,1105,253.21,28181,346.15,74132,57611,1065,34051
2004-03-01,29631056,924.6,15295493,1041.55,14335563,799.81,2600382,463.66,36806,263.5,2563576,466.54,137588,904.31,72839,1065.21,64749,723.31,25917,341.28,1193,247.14,24724,345.83,74650,57551,1048,32103
2004-04-01,29648953,925.02,15299041,1042.01,14349912,800.2900000000001,2596411,463.75,36990,263.67,2559421,466.64,132435,892.63,68661,1056.56,63774,716.14,25095,343.26,1154,255.1,23941,347.51,65113,49425,970,28096
2004-05-01,29682096,925.4599999999999,15312322,1042.53,14369774,800.7,2592505,463.78,37207,263.52,2555298,466.69,151245,921.6800000000001,81023,1088.58,70222,729.11,26572,342.44,1179,240.68,25393,347.16,67742,50360,962,29516
2004-06-01,29718317,925.91,15328054,1043.08,14390263,801.11,2589056,463.9,37318,263.93,2551738,466.82,154640,925.6700000000001,82919,1093.01,71721,732.21,27218,342.93,1160,238.8,26058,347.56,67187,51232,1049,29618
2004-07-01,29765502,926.37,15349421,1043.6799999999998,14416081,801.47,2584650,464.11,37458,264.19,2547192,467.05,142269,942.91,76235,1111.52,66034,748.24,20854,366.61,871,283.5,19983,370.23,54868,40216,731,24529
2004-08-01,29787876,926.91,15358189,1044.34,14429687,801.92,2580602,464.27,37626,264.31,2542976,467.23,154636,920.8199999999999,83209,1089.6399999999999,71427,724.16,27857,354.87,1161,255.05,26696,359.21,74441,57821,993,30912
2004-09-01,29838810,927.2800000000001,15382227,1044.87,14456583,802.1700000000001,2579078,464.34,37804,264.45,2541274,467.32,142439,926.01,76517,1099.42,65922,724.72,25399,355.12,1062,253.86,24337,359.53,52479,39026,884,26039
2004-10-01,29866162,927.71,15393695,1045.3899999999999,14472467,802.54,2574965,464.41,37908,264.32,2537057,467.4,149828,923.64,80807,1095.2,69021,722.7800000000001,28309,351.36,1142,249.03,27167,355.66,69339,53137,1038,31384
2004-11-01,29906947,929.43,15411923,1047.33,14495024,804.08,2572333,465.12,38094,265.76,2534239,468.12,166753,912.64,90310,1076.36,76443,719.22,30604,351.1,1294,257.61,29310,355.23,72082,53886,1108,32128
2004-12-01,29953081,954.89,15430725,1076.11,14522356,826.09,2568869,477.77,38247,272.89,2530622,480.87,139535,961.12,72612,1135.92,66923,771.4499999999999,21088,372.48,771,259.88,20317,376.75,53810,39591,618,23934
2005-01-01,30086392,956.52,15502278,1077.99,14584114,827.4,2566110,478.12,38456,273.12,2527654,481.24,306063,1049.8799999999999,165793,1222.4,140270,845.97,41539,357.76,1538,254.71,40001,361.72,94240,78512,1329,42969
2005-02-01,30145400,957.12,15530281,1078.73,14615119,827.89,2562548,478.32,38453,273.39,2524095,481.44,186977,962.11,100166,1131.98,86811,766.11,32437,350.16,1189,258,31248,353.67,72163,55806,1192,34807
2005-03-01,30181069,957.61,15546618,1079.28,14634451,828.3499999999999,2557619,478.4,38635,273.45,2518984,481.55,174147,949.48,93700,1115.72,80447,755.8499999999999,30634,349.49,1233,251.51,29401,353.59,77363,61115,1051,34512
2005-04-01,30215726,958.16,15560948,1079.91,14654778,828.89,2553555,478.51,38915,273.56,2514640,481.68,173703,940.74,93017,1107.5,80686,748.5,29655,353.37,1317,253.78,28338,358,78687,60359,1037,32682
2005-05-01,30222115,958.4,15559350,1080.1399999999999,14662765,829.22,2548700,478.5,39102,273.22,2509598,481.7,132321,901.06,69884,1061.3799999999999,62437,721.62,25959,346.33,1187,243.75,24772,351.25,71482,54450,1000,29814
2005-06-01,30237607,958.61,15561603,1080.35,14676004,829.53,2544120,478.59,39172,273.35,2504948,481.8,122047,900.8599999999999,63237,1061.45,58810,728.1800000000001,23112,348.67,1024,252.89,22088,353.11,60984,45571,954,26738
2005-07-01,30276313,959.05,15576789,1080.85,14699524,829.98,2540709,478.6,39336,273.41,2501373,481.83,159545,952.63,84090,1119.44,75455,766.74,26049,355.1,1143,245.49,24906,360.13,68904,51935,979,28481
2005-08-01,30305980,959.56,15586215,1081.46,14719765,830.49,2537391,478.66,39510,273.35,2497881,481.9,158677,945.9,82375,1117.11,76302,761.06,26371,360.05,1104,253.52,25267,364.71,72949,56061,930,28759
2005-09-01,30359528,959.93,15610153,1081.97,14749375,830.76,2535898,478.72,39697,273.43,2496201,481.99,150003,952.8599999999999,79186,1130.86,70817,753.8299999999999,24443,366.82,1001,259.41,23442,371.41,55248,41207,814,25122
2005-10-01,30391098,960.3399999999999,15623524,1082.47,14767574,831.13,2531773,478.8,39855,273.4,2491918,482.08,150607,954.02,80769,1128.1799999999998,69838,752.6,25203,360.2,1047,262.31,24156,364.44,67398,51639,889,28439
2005-11-01,30426853,962.12,15639051,1084.45,14787802,832.75,2528754,479.55,39976,274.78,2488778,482.84,153883,950.47,83073,1120.11,70810,751.4499999999999,26642,364.25,1149,244.35,25493,369.66,67546,50582,1028,28633
2005-12-01,30455298,1001.97,15646409,1129.43,14808889,867.3,2523750,499.39,40051,286.33,2483699,502.82,134725,1011.6,68007,1189.8,66718,829.97,20271,380.88,957,267.14,19314,386.52,60649,45631,882,24393
2006-01-01,30583108,1003.93,15712386,1131.6799999999998,14870722,868.9399999999999,2519495,499.81,40202,286.61,2479293,503.26,316433,1122.53,170486,1303.83,145947,910.76,41997,380.92,1891,278.97,40106,385.72,104509,84114,1740,44512
2006-02-01,30657828,1004.64,15748391,1132.54,14909437,869.54,2517283,499.98,40459,286.7,2476824,503.46,185647,1030.49,98927,1211.07,86720,824.49,31974,369.65,1560,269.3,30414,374.8,62922,48005,1303,32883
2006-03-01,30706016,1005.38,15769869,1133.53,14936147,870.08,2513301,500.05,40660,286.56,2472641,503.56,174143,1013.01,92616,1191.46,81527,810.2900000000001,30536,370.92,1441,269.71,29095,375.93,71138,54817,1240,33278
2006-04-01,30741339,1006.1700000000001,15785307,1134.46,14956032,870.76,2509134,500.18,40798,287.13,2468336,503.7,169490,1005.02,91427,1178.73,78063,801.56,30165,372.68,1551,277.19,28614,377.85,75989,58178,1413,32919
2006-05-01,30780887,1006.62,15803299,1134.96,14977588,871.2,2506420,500.16,41056,287.06,2465364,503.71,152945,997.1700000000001,82486,1169.54,70459,795.37,28129,376.42,1432,276.4,26697,381.79,64494,48903,1174,29669
2006-06-01,30824527,1007.15,15822783,1135.56,15001744,871.72,2502887,500.31,41177,287.46,2461710,503.87,156458,1005.4499999999999,83906,1181.05,72552,802.37,27985,375.48,1461,271.98,26524,381.18,64422,48396,1340,30178
2006-07-01,30832475,1007.55,15818609,1135.92,15013866,872.2900000000001,2496794,500.4,41322,287.4,2455472,503.98,134512,981.3199999999999,68460,1140.6599999999999,66052,816.1800000000001,24070,373.91,1194,278.14,22876,378.9,72634,53930,1049,29114
2006-08-01,30830250,1007.89,15811207,1136.24,15019043,872.7700000000001,2491838,500.41,41408,287.22,2450430,504.02,125283,949.14,64439,1111.09,60844,777.61,24060,363.61,1159,264.87,22901,368.61,71841,55667,1073,27943
2006-09-01,30878589,1008.2900000000001,15832036,1136.74,15046553,873.14,2488877,500.47,41598,287.17,2447279,504.1,151025,996.8599999999999,79889,1174.73,71136,797.12,25469,375.33,1241,266.53,24228,380.91,59060,43626,1051,27379
2006-10-01,30908097,1008.72,15842886,1137.23,15065211,873.59,2484570,500.45,41707,287.16,2442863,504.1,150897,1000.76,79196,1176.1899999999998,71701,806.99,25368,374.72,1178,266.61,24190,379.98,68346,53043,1069,28606
2006-11-01,30958565,1010.57,15862108,1139.24,15096457,875.3599999999999,2482814,501.08,41982,288.37,2440832,504.74,161517,1002.15,83083,1170.31,78434,824.01,26247,373.01,1274,265.01,24973,378.52,63861,47188,999,27004
2006-12-01,30971472,1044.3899999999999,15865660,1177.42,15105812,904.66,2476411,517.85,42033,298.34,2434378,521.64,125062,1045.85,65783,1232.4,59279,838.8299999999999,16963,400.46,707,285.9,16256,405.44,62231,49924,656,22710
2007-01-01,31109760,1046.5,15941475,1179.8899999999999,15168285,906.3199999999999,2472991,518.22,42205,298.96,2430786,522.03,320429,1182.81,174824,1368.54,145605,959.8199999999999,37756,381,1478,276.63,36278,385.25,99009,83132,1306,39870
2007-02-01,31179299,1047.32,15976236,1180.86,15203063,906.99,2470436,518.43,42369,299.3,2428067,522.25,183319,1077.07,98661,1259.36,84658,864.62,29141,374.42,1181,292.82,27960,377.87,63900,49880,1017,30679
2007-03-01,31224687,1048.01,15997402,1181.58,15227285,907.6800000000001,2466210,518.43,42669,299.23,2423541,522.29,177307,1061.3799999999999,94723,1239.1,82584,857.54,28816,367.94,1296,274.88,27520,372.32,73557,58362,996,32046
2007-04-01,31275517,1048.82,16021684,1182.46,15253833,908.4499999999999,2463133,518.53,42954,299.2,2420179,522.42,172014,1050.1299999999999,92372,1227.49,79642,844.41,27561,374.87,1261,274.73,26300,379.67,68090,53094,976,29662
2007-05-01,31322126,1049.35,16043399,1183.02,15278727,908.99,2460442,518.54,43229,299.03,2417213,522.47,155679,1047.08,83776,1224.4,71903,840.49,25065,372.06,1212,268.22,23853,377.34,62061,47009,937,26819
2007-06-01,31373632,1049.96,16063246,1183.6499999999999,15310386,909.7,2456596,518.67,43360,299.52,2413236,522.61,168804,1053.1399999999999,85991,1228.84,82813,870.69,26359,380.94,1243,277.53,25116,386.06,66144,51154,1112,29093
2007-07-01,31419148,1050.6799999999998,16080271,1184.42,15338877,910.48,2452188,518.81,43577,299.81,2408611,522.77,171242,1063.94,87759,1242.1499999999999,83483,876.6,26304,386.63,1241,288.17,25063,391.5,70734,54992,1024,29688
2007-08-01,31476936,1051.3,16106409,1185.1499999999999,15370527,911.05,2450641,518.87,43778,299.99,2406863,522.85,158476,1052.47,82944,1238.44,75532,848.24,24650,397.08,1140,282.66,23510,402.63,56806,43882,939,25258
2007-09-01,31455831,1051.6799999999998,16088557,1185.49,15367274,911.6,2444151,518.89,43796,299.96,2400355,522.89,126319,993.76,64647,1161.98,61672,817.42,23001,380.79,1107,274.79,21894,386.15,82499,64925,1089,28402
2007-10-01,31467071,1051.8799999999999,16088509,1185.6699999999998,15378562,911.93,2439592,518.84,44004,299.8,2395588,522.87,117817,974.89,59936,1142.08,57881,801.76,21294,381.11,1074,273.72,20220,386.81,59984,46593,866,24987
2007-11-01,31509548,1053.74,16104497,1187.75,15405051,913.66,2436712,519.56,44179,301.21,2392533,523.59,161647,1035,83598,1217.83,78049,839.1700000000001,25837,385,1177,281.39,24660,389.95,67610,51560,1002,27715
2007-12-01,31525098,1078.54,16109553,1215.71,15415545,935.19,2430763,531.66,44231,308.46,2386532,535.8,137495,1077.55,72387,1266.33,65108,867.66,21301,402.16,932,300.79,20369,406.8,67331,54614,880,26370
2008-01-01,31682907,1080.6899999999998,16194476,1218.21,15488431,936.9,2428628,532.05,44475,309.23,2384153,536.2,337888,1211.52,182622,1401.04,155266,988.6,42715,396.27,1687,296.95,41028,400.36,97699,82380,1443,43407
2008-02-01,31756676,1081.6,16230422,1219.26,15526254,937.69,2425344,532.3,44689,309.72,2380655,536.48,196971,1104.52,104638,1291.42,92333,892.71,33361,386.49,1489,284.67,31872,391.25,68692,54510,1275,35370
2008-03-01,31802587,1082.29,16251269,1220.01,15551318,938.38,2420681,532.39,45127,310,2375554,536.62,194494,1080.95,102860,1262.83,91634,876.7900000000001,31829,392.78,1591,288.47,30238,398.26,82013,66570,1153,35339
2008-04-01,31850948,1083.03,16275171,1220.82,15575777,939.05,2417653,532.5,45418,310.28,2372235,536.75,176292,1083.1299999999999,94197,1266.1599999999999,82095,873.12,28873,393.33,1433,303.05,27440,398.04,70295,57636,1142,30759
2008-05-01,31901001,1083.6399999999999,16298276,1221.5,15602725,939.63,2414881,532.56,45672,310.5,2369209,536.84,170169,1082.6,90616,1267.05,79553,872.51,26921,396.34,1313,290.81,25608,401.75,67511,52605,1059,28634
2008-06-01,31965430,1084.47,16326926,1222.36,15638504,940.52,2407707,533.22,45746,311.45,2361961,537.52,184105,1111.31,95852,1292.49,88253,914.52,26883,399.8,1301,288.81,25582,405.44,67202,52474,1227,32830
2008-07-01,32034820,1085.29,16358254,1223.25,15676566,941.3299999999999,2402371,533.83,45962,311.75,2356409,538.17,181825,1124.24,94714,1306.6799999999998,87111,925.88,26290,402.81,1319,299.38,24971,408.27,63386,49049,1103,30523
2008-08-01,32112715,1086.1,16395595,1224.1699999999998,15717120,942.08,2398517,534.31,46221,312.37,2352296,538.67,187179,1109.01,98809,1293.1899999999998,88370,903.07,27921,405.45,1366,305.88,26555,410.57,61468,47816,1107,30668
2008-09-01,32149303,1086.87,16410221,1225.03,15739082,942.81,2392049,534.81,46482,313.13,2345567,539.2,183102,1102.76,96618,1286.96,86484,896.99,27345,403.3,1374,309.4,25971,408.27,81992,64522,1113,32700
2008-10-01,32222895,1087.52,16446013,1225.77,15776882,943.41,2388474,535.21,46746,313.71,2341728,539.63,187710,1104.1799999999998,99550,1286.93,88160,897.8199999999999,27747,408.72,1370,317.55,26377,413.46,63758,50360,1106,30216
2008-11-01,32248764,1089.28,16451930,1227.61,15796834,945.21,2383360,536.18,46974,315.48,2336386,540.61,159562,1024.03,82383,1192.92,77179,843.75,26483,390.86,1406,281.45,25077,396.99,76466,57227,1178,30419
2008-12-01,32273145,1152.8899999999999,16455508,1299.1399999999999,15817637,1000.73,2370314,568.55,47020,334.52,2323294,573.28,129542,1083.34,61790,1256.1599999999999,67752,925.74,18025,409.88,969,309.51,17056,415.58,58212,46949,923,30148
2009-01-01,32484808,1155.28,16565490,1301.93,15919318,1002.6800000000001,2367553,569.39,47294,335.61,2320259,574.16,403215,1275.3799999999999,214424,1468.3,188791,1056.26,47144,414.73,1965,316.15,45179,419.01,104442,87110,1691,48214
2009-02-01,32616240,1156.03,16633011,1302.76,15983229,1003.3199999999999,2366367,569.78,47633,336.44,2318734,574.58,239417,1174.29,127819,1361.29,111598,960.11,35371,410.21,1526,317.83,33845,414.37,60298,47687,1187,35370
2009-03-01,32723029,1156.77,16686641,1303.58,16036388,1004.02,2363439,570.13,48032,337.14,2315407,574.96,239903,1162.6,128100,1346.9,111803,951.4399999999999,35702,413.54,1774,322.55,33928,418.3,74470,58644,1375,37255
2009-04-01,32831108,1157.49,16741352,1304.3799999999999,16089756,1004.64,2362719,570.51,48458,337.82,2314261,575.39,216688,1154.96,115786,1340.1899999999998,100902,942.41,30888,418.1,1497,313.45,29391,423.43,61075,47534,1071,30537
2009-05-01,32921895,1158.1,16786144,1305.05,16135751,1005.23,2360438,570.81,48849,338.57,2311589,575.71,210909,1157.22,112896,1340.04,98013,946.63,30770,418.98,1572,327.16,29198,423.93,68104,52018,1181,31870
2009-06-01,33026550,1158.78,16834196,1305.78,16192354,1005.9599999999999,2357671,571.18,49094,339.71,2308577,576.1,218924,1169.84,112404,1351.41,106520,978.24,28618,419.61,1590,317.39,27028,425.62,64352,49917,1345,30040
2009-07-01,33135218,1159.5,16885810,1306.58,16249408,1006.66,2355802,571.57,49460,340.47,2306342,576.53,221294,1178.6299999999999,115889,1361.27,105405,977.8299999999999,28912,425.71,1515,324.49,27397,431.31,64275,48351,1149,29632
2009-08-01,33239757,1160.1799999999998,16937507,1307.32,16302250,1007.31,2354274,571.86,49865,341.08,2304409,576.85,219597,1167.97,117121,1352.1299999999999,102476,957.49,30232,423.11,1564,318.97,28668,428.79,65424,49634,1159,30601
2009-09-01,33320315,1160.86,16976305,1308.11,16344010,1007.91,2352747,572.22,50295,342.39,2302452,577.24,201989,1166.1299999999999,107014,1352.58,94975,956.05,28121,427.53,1556,346.81,26565,432.26,68216,53215,1126,28522
2009-10-01,33366881,1161.48,16997913,1308.74,16368968,1008.57,2349718,572.51,50685,343.69,2299033,577.56,198766,1162.3799999999999,106135,1341.41,92631,957.24,28149,432.99,1607,352.7,26542,437.85,84527,67673,1217,29961
2009-11-01,33452328,1163.55,17039447,1310.9,16412881,1010.57,2348198,573.7,51177,346.48,2297021,578.77,189812,1154.77,101403,1333.7,88409,949.54,27017,434.9,1647,337.22,25370,441.24,59869,44496,1155,27382
2009-12-01,33512913,1164.32,17066760,1311.6499999999999,16446153,1011.42,2343000,574.21,51414,347.84,2291586,579.29,180403,1168.6,93849,1339.93,86554,982.8399999999999,24580,431.46,1511,340.67,23069,437.41,66536,53282,1274,28504
2010-01-01,33687642,1166.25,17158516,1313.74,16529126,1013.14,2341445,574.91,51864,349.25,2289581,580.02,372743,1266.28,199108,1450.96,173635,1054.5,44673,422.58,2259,345.22,42414,426.7,107352,90662,1809,44419
2010-02-01,33796180,1167.1399999999999,17213315,1314.71,16582865,1013.9599999999999,2339016,575.46,52174,350.76,2286842,580.58,221820,1186.36,118315,1366.42,103505,980.54,32605,417.14,1700,356.23,30905,420.49,63516,49766,1390,33644
2010-03-01,33882467,1167.81,17255151,1315.37,16627316,1014.6800000000001,2336247,575.78,52652,352.13,2283595,580.94,218725,1171.49,116258,1348.57,102467,970.56,31933,426.17,1818,356.07,30115,430.4,74422,58016,1340,33362
2010-04-01,33965577,1168.59,17294085,1316.2,16671492,1015.47,2334588,576.16,53125,353.13,2281463,581.35,208191,1167.6899999999998,110236,1347.8,97955,965,29356,426.26,1757,341.51,27599,431.65,71302,53779,1284,29731
2010-05-01,34048324,1169.1799999999998,17334388,1316.77,16713936,1016.11,2332804,576.46,53602,354.57,2279202,581.68,198445,1169.6299999999999,105686,1346.3799999999999,92759,968.24,28010,432.35,1712,357.83,26298,437.2,65383,50315,1235,28559
2010-06-01,34137606,1169.91,17373051,1317.48,16764555,1016.99,2330645,576.93,54011,356.06,2276634,582.17,207671,1189.48,106138,1360.84,101533,1010.3399999999999,27318,434.84,1728,347.55,25590,440.73,67475,50914,1319,28158
2010-07-01,34232983,1170.78,17415442,1318.36,16817541,1017.9499999999999,2328819,577.37,54590,357.73,2274229,582.64,217174,1208.53,111663,1383.83,105511,1023.02,27948,438.02,1880,369.81,26068,442.94,69272,52525,1301,28473
2010-08-01,34326357,1171.57,17459103,1319.1799999999998,16867254,1018.7700000000001,2327590,577.75,55171,359.23,2272419,583.06,215496,1182.56,112905,1361.8899999999999,102591,985.21,29649,439.89,1919,374.51,27730,444.42,69244,52878,1338,29540
2010-09-01,34389661,1172.23,17488045,1319.8799999999999,16901616,1019.4599999999999,2325139,578.14,55540,360.53,2269599,583.47,198777,1181.96,103934,1362.02,94843,984.64,26107,441.55,1586,374.72,24521,445.87,74992,60481,1217,27341
2010-10-01,34463650,1172.81,17523053,1320.45,16940597,1020.1,2322934,578.45,56120,361.92,2266814,583.82,201338,1176.28,105914,1352.6799999999998,95424,980.48,27393,443.3,1835,366.35,25558,448.83,70906,56443,1255,28343
2010-11-01,34530905,1174.74,17553733,1322.3799999999999,16977172,1022.09,2320501,579.57,56566,364.77,2263935,584.94,198882,1166.6399999999999,105557,1337.46,93325,973.43,27955,444.7,1860,359.04,26095,450.81,74877,56750,1414,28974
2010-12-01,34592322,1175.45,17581758,1323.05,17010564,1022.89,2315898,580.06,56985,366.05,2258913,585.45,176068,1189.77,91269,1357.36,84799,1009.39,22404,453.35,1402,381.73,21002,458.14,63244,51407,983,26024
2011-01-01,34745150,1177.3899999999999,17660828,1325.08,17084322,1024.71,2313637,580.77,57568,367.62,2256069,586.21,369443,1272.95,194603,1453.58,174840,1071.9,43821,432.6,2606,360.36,41215,437.17,115533,101082,2023,44059
2011-02-01,34849814,1178.1,17711379,1325.85,17138435,1025.41,2312078,581.23,58031,369.41,2254047,586.68,218828,1185.28,115516,1360.33,103312,989.55,31352,433.63,1880,372.46,29472,437.53,64965,49199,1417,31494
2011-03-01,34929971,1178.76,17749048,1326.46,17180923,1026.1699999999998,2310223,581.57,58714,370.81,2251509,587.07,213152,1180.85,112390,1353.2,100762,988.61,30662,435.81,2065,367.36,28597,440.75,74721,58274,1382,31135
2011-04-01,35012443,1179.51,17787053,1327.21,17225390,1027,2308334,581.99,59271,371.88,2249063,587.53,208159,1173.6,109196,1348.51,98963,980.6,29138,440.57,2005,355.77,27133,446.83,71191,54496,1448,29579
2011-05-01,35080355,1180.12,17818310,1327.78,17262045,1027.71,2306094,582.3,59837,372.94,2246257,587.88,196140,1182.25,103633,1353.87,92507,989.99,27385,443.94,1898,372.25,25487,449.28,72376,55852,1332,28293
2011-06-01,35158464,1180.84,17850557,1328.45,17307907,1028.6,2303141,582.83,60203,374.71,2242938,588.41,203885,1196.1699999999998,102601,1362.44,101284,1027.74,25524,446.04,1797,375.49,23727,451.39,70354,55422,1431,27046
2011-07-01,35256063,1181.59,17893045,1329.1899999999998,17363018,1029.5,2301571,583.29,60686,375.86,2240885,588.91,216758,1204.72,109711,1376.6799999999998,107047,1028.48,27890,451.08,1976,367.83,25914,457.43,67223,51936,1493,27967
2011-08-01,35317017,1182.41,17917630,1330.01,17399387,1030.4,2299373,583.78,61195,377.08,2238178,589.43,210561,1187.95,108471,1363.6,102090,1001.3299999999999,28589,457.84,1918,379.84,26671,463.45,83886,65721,1409,29378
2011-09-01,35411120,1182.96,17960603,1330.58,17450517,1031.03,2298212,584.25,61690,378.36,2236522,589.93,198391,1187.99,102307,1365.2,96084,999.31,26818,456.23,1781,377.44,25037,461.84,59334,44954,1286,26693
2011-10-01,35472121,1183.53,17987455,1331.1,17484666,1031.72,2296433,584.65,62245,379.71,2234188,590.36,197637,1182.3899999999999,102801,1355.6899999999998,94836,994.53,28012,458.12,2047,379.65,25965,464.31,75949,60687,1492,28299
2011-11-01,35545608,1185.33,18020208,1332.8899999999999,17525400,1033.61,2295213,585.8,62755,382.62,2232458,591.51,192873,1165.26,100773,1331.49,92100,983.37,27564,455.56,1976,381.83,25588,461.26,68020,51366,1466,27318
2011-12-01,35599046,1228.57,18042684,1381.3799999999999,17556362,1071.54,2291443,607.45,63219,397.92,2228224,613.39,172240,1231.96,88678,1407.8899999999999,83562,1045.26,22279,485.09,1559,417.09,20720,490.2,66202,52600,1095,24954
2012-01-01,35752299,1230.47,18118612,1383.34,17633687,1073.3899999999999,2289279,607.99,63826,399.11,2225453,613.98,363402,1326.1699999999998,188031,1511.84,175371,1127.11,42227,455.54,2838,380.43,39389,460.95,112103,98046,2231,42160
2012-02-01,35876089,1231.06,18177258,1383.96,17698831,1074.02,2290487,608.28,64485,400.1,2226002,614.31,220952,1236.78,114863,1417.46,106089,1041.1599999999999,31568,458.46,2156,391.54,29412,463.36,56217,40945,1497,28863
2012-03-01,35951992,1231.73,18212213,1384.59,17739779,1074.81,2288308,608.73,65212,401.69,2223096,614.8,213375,1233.6699999999998,111410,1412.22,101965,1038.58,31050,470.28,2325,399.32,28725,476.03,76455,61017,1598,31631
2012-04-01,36037299,1232.6,18251436,1385.42,17785863,1075.78,2287682,609.28,65985,403.94,2221697,615.38,207998,1232,108283,1412.84,99715,1035.6299999999999,29556,476.93,2270,418.41,27286,481.8,69060,53631,1497,28685
2012-05-01,36120981,1233.21,18289946,1386.01,17831035,1076.48,2287116,609.77,66711,405.78,2220405,615.9,194571,1243.6499999999999,101732,1425.06,92839,1044.87,26975,484.99,2146,427.37,24829,489.97,63222,47667,1420,26121
2012-06-01,36202371,1234.02,18322974,1386.76,17879397,1077.48,2284752,610.45,67308,408.42,2217444,616.58,219157,1253.1699999999998,110130,1428.6699999999998,109027,1075.91,28865,480.39,2237,421.98,26628,485.29,77102,60665,1640,29589
2012-07-01,36312635,1234.83,18372208,1387.57,17940427,1078.42,2284568,611.14,68089,410.57,2216479,617.3,230845,1267.84,117637,1450.1499999999999,113208,1078.4,30265,492.85,2282,423.25,27983,498.52,68403,52178,1501,28948
2012-08-01,36398077,1235.6299999999999,18410985,1388.37,17987092,1079.29,2284618,611.76,68932,412.91,2215686,617.94,219631,1264.05,113749,1448.12,105882,1066.3,28872,499.21,2292,448.01,26580,503.62,74972,59217,1449,27373
2012-09-01,36505977,1236.52,18461698,1389.33,18044279,1080.1899999999998,2285541,612.54,69898,415.79,2215643,618.75,228014,1270.1699999999998,118467,1455.81,109547,1069.41,31550,503.75,2473,456.79,29077,507.75,67754,52360,1507,29120
2012-10-01,36591718,1237.28,18502058,1390.1,18089660,1080.98,2284998,613.35,70756,418.19,2214242,619.59,217116,1271.6299999999999,113881,1455.79,103235,1068.49,28871,519.43,2298,455.04,26573,524.99,73521,57854,1440,27974
2012-11-01,36659932,1239.36,18532699,1392.26,18127233,1083.05,2284459,614.9,71515,422.19,2212944,621.13,207373,1267.52,108644,1450.05,98729,1066.6499999999999,28596,517.48,2341,466.61,26255,522.02,78003,61156,1582,27553
2012-12-01,36719288,1261.62,18558951,1417.05,18160337,1102.77,2280332,626.46,72460,432.89,2207872,632.81,221676,1309.58,116669,1489.56,105007,1109.6,31557,529.94,2673,483.11,28884,534.27,90417,71903,1728,33956
2013-01-01,36890710,1264.04,18646430,1419.6899999999998,18244280,1104.95,2277427,627.77,73093,435.55,2204334,634.14,397293,1380.96,209582,1566.48,187711,1173.83,45436,496.34,3279,451.16,42157,499.85,122103,103768,2646,45695
2013-02-01,37011285,1264.8899999999999,18706023,1420.47,18305262,1105.9,2278349,628.59,74174,437.56,2204175,635.02,239112,1302.6699999999998,125499,1484.1699999999998,113613,1102.1799999999998,34229,506.57,2718,455.25,31511,510.99,65906,52631,1637,31670
2013-03-01,37107547,1265.82,18752665,1421.33,18354882,1106.94,2278583,629.46,75135,440.26,2203448,635.92,235148,1299.28,123599,1481.48,111549,1097.3799999999999,35033,514.61,2866,464.59,32167,519.07,76957,61929,1905,32894
2013-04-01,37197583,1266.81,18794176,1422.27,18403407,1108.04,2278684,630.45,76165,442.93,2202519,636.94,228792,1289.42,119688,1472.1699999999998,109104,1088.95,33487,524.21,2798,476.17,30689,528.59,78177,60579,1768,31618
2013-05-01,37295403,1267.56,18839115,1422.96,18456288,1108.93,2280334,631.3,77189,445.17,2203145,637.82,213303,1295.83,111027,1474.93,102276,1101.41,30495,530.42,2755,469.57,27740,536.46,66088,49395,1731,27114
2013-06-01,37392395,1268.52,18877237,1423.83,18515158,1110.1599999999999,2280207,632.33,78021,448.41,2202186,638.84,234515,1308.1799999999998,115788,1479.26,118727,1141.34,31205,531.78,2776,487.62,28429,536.09,77666,59857,1944,29388
2013-07-01,37504073,1269.3799999999999,18926622,1424.6599999999999,18577451,1111.1799999999998,2281645,633.3,79080,451.36,2202565,639.83,229149,1314.04,116227,1494.57,112922,1128.22,30926,536.91,2773,483.62,28153,542.16,66842,50629,1714,27774
2013-08-01,37574576,1270.3899999999999,18956362,1425.6799999999998,18618214,1112.27,2282772,634.23,80094,453.94,2202678,640.79,220540,1300.3799999999999,113456,1482.59,107084,1107.33,31084,539.16,2722,492.2,28362,543.66,83716,66321,1708,28249
